COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Direct investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Other investment, Debt instruments","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Debt securities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Equity and investment fund shares"
Mauritius,2007,1,US dollar,366740709.949948,335429157.4867422,3351574.082368201,45593485.2646485,404393078.2446605,-42241911.1822803,NA,15912428.30097335,42060745.0156658,-26148316.71469245,35508568.65644148,15912428.30097335,6552176.35922432
Mauritius,2007,2,US dollar,620492661.5886105,669672262.6627713,7473525.984225379,127651623.9085276,649531743.4849439,-120178097.9243022,NA,17448783.12418722,77902008.14065437,-60453225.01646715,65868364.60673215,17448783.12418722,12033643.53392222
Mauritius,2007,3,US dollar,986219395.1731724,855332253.2211772,19331920.76826843,86847925.4614672,1012869597.505307,-67516004.69319879,NA,17291868.82789839,58060525.85846783,-40768657.03056943,50774626.07143199,17291868.82789839,7285899.78703584
Mauritius,2007,4,US dollar,879123224.3391792,773246986.4276589,29417554.32742168,80670819.08344501,906047194.45099,-51253264.75602334,NA,44648636.29305123,-24295597.56021882,68944233.85327005,-48186830.11250058,44648636.29305123,23891232.55228175
Mauritius,2008,1,US dollar,375860936.9658406,690385485.9994047,18710808.44177738,59672308.00350624,342521021.5377315,-40961499.56172886,NA,31136519.06720483,-14592985.73451363,45729504.80171846,-42767562.15263401,31136519.06720483,28174576.41812038
Mauritius,2008,2,US dollar,-1024938847.759784,-926778237.4731638,14852334.95125102,69746266.3916788,-1043112433.49159,-54893931.44042778,NA,18994569.07082103,-24480230.47241375,43474799.54323478,-39444517.69716666,18994569.07082103,14964287.22475292
Mauritius,2008,3,US dollar,-216680351.676045,-130427670.7024869,7154108.729270919,121979351.3488253,-186518054.0687168,-114825242.6195543,NA,20563568.80976365,-6147500.465855915,26711069.27561956,-10317734.70000379,20563568.80976365,4170234.234147872
Mauritius,2008,4,US dollar,249583898.8434639,107763339.52115761,11709267.45680423,126326812.3185302,255295736.6272709,-114617544.8617259,NA,22212702.49258254,-31542037.53946721,53754740.03204976,-18087486.31538864,22212702.49258254,-13454551.22407857
Mauritius,2009,1,US dollar,-570561067.739106,-463701036.2549024,5858224.947826755,76847894.44379917,-583028572.1152503,-70989669.49597242,NA,11806576.43331238,-16072565.88249904,27879142.31581143,-7300249.550368725,11806576.43331238,-8772316.33213032
Mauritius,2009,2,US dollar,-142721246.621468,-224470382.1704143,8908753.227535596,60639920.2742084,-162531897.8664291,-51731167.04667281,NA,11536080.45057152,-27632234.58710194,39168315.03767346,392589.1252812297,11536080.45057152,-28024823.71238317
Mauritius,2009,3,US dollar,248359526.361078,254726095.0128543,10800994.57838639,55747068.79167167,296631420.0193211,-44946074.21328528,NA,148489919.5996345,188336403.997318,-39846484.3976835,15900584.39398817,148489919.5996345,172435819.6033299
Mauritius,2009,4,US dollar,827641623.141824,740759341.1008437,12270657.55993036,63445828.31123611,806649256.7296103,-51175170.75130575,NA,89259408.06214008,60131244.14088657,29128163.92125352,-10245078.34471675,89259408.06214008,70376322.48560332
Mauritius,2010,1,US dollar,1383504028.433677,230463113.2632239,2934052600.980103,5272346514.533909,1462344833.043379,-2338293913.553805,288721814.427189,2698001004.498265,1113377520.9994,1584623483.498865,-13550835.41504793,2409279190.071076,1126928356.414448
Mauritius,2010,2,US dollar,1368088250.455342,704691987.4600055,3118164010.634542,5348496824.320736,1488112681.160552,-2230332813.686194,293824530.0525791,2881026839.410289,1209975975.431833,1671050863.978456,-8341430.039770189,2587202309.35771,1218317405.471603
Mauritius,2010,3,US dollar,425095279.9765464,412366265.3311766,5898775204.404052,9540783087.396984,632708557.2819963,-3642007882.992931,242125150.6563732,4837779732.238835,2110687644.548682,2727092087.690153,-13290335.19007134,4595654581.582462,2123977979.738754
Mauritius,2010,4,US dollar,653599620.8127712,107698962.1964131,8454385681.252372,14087043624.25025,944248292.3285452,-5632657942.997876,355022901.8454365,7172583467.702631,3333115536.930883,3839467930.771748,-18405641.73894552,6817560565.857195,3351521178.669829
Mauritius,2011,1,US dollar,274212170.6058137,-81126052.70306984,12467627682.69492,12511168839.98913,-563977180.1140994,-43541157.29421353,603742189.6223851,-708978538.440641,912659603.3686498,-1621638141.809291,-101229285.5202391,-1312720728.063026,1013888888.888889
Mauritius,2011,2,US dollar,599420365.9089276,-340230899.5062372,15630956754.04907,16842188059.06064,-427641151.6351401,-1211231305.011567,882475013.7156204,-509970660.4966242,1487691720.535265,-1997662381.031889,-128592896.5007274,-1392445674.212245,1616284617.035993
Mauritius,2011,3,US dollar,216871047.4500419,583519214.3859563,17305574310.59045,15858473524.76431,-917044614.98761,1447100785.826143,476692106.7422681,-1103797629.442145,1643306337.866357,-2747103967.308501,-136909790.8352098,-1580489736.184413,1780216128.701566
Mauritius,2011,4,US dollar,-257769520.8962279,-590354320.1247386,15587584782.06906,14791117802.03238,-1274399332.839905,796466980.0366764,-48904482.39610234,-1500938622.872657,1386244742.053166,-2887183364.925823,-118949428.7613268,-1452034140.476554,1505194170.814493
Mauritius,2012,1,US dollar,2787442726.641114,998762677.9723496,5879592297.663734,7726807969.971073,3860299388.982447,-1847215672.307339,385313285.0499226,-229845086.4809122,611234759.5795493,-841079846.0604615,467151413.7509039,-615158371.5308347,144083345.8286454
Mauritius,2012,2,US dollar,-961486532.100182,904948356.1736312,6318160348.612604,7274744641.762438,176821205.2909269,-956584293.1498346,997033943.2592992,561874009.9574698,649932456.3903666,-88058446.43289678,517818772.4640856,-435159933.3018295,132113683.926281
Mauritius,2012,3,US dollar,-34434152.7609989,-425547377.9127046,4355368817.790245,5803110641.916215,728207159.1993057,-1447741824.125969,498721947.7523469,175193903.0334256,508753975.0581959,-333560072.0247703,349769370.2251859,-323528044.7189212,158984604.83301
Mauritius,2012,4,US dollar,1573555024.285759,379377116.2146662,4939928824.27748,6358551573.500518,2521293011.591117,-1418622749.223038,43833822.81671548,-239073109.237243,463313869.9602985,-702386979.1975415,376793819.3334123,-282906932.0539584,86520050.62688623
Mauritius,2013,1,US dollar,-320355138.5412055,450629851.3335625,-1993969427.563018,-1644950591.263494,-850780289.5500866,-349018836.2995238,307604847.5019535,706092204.2785752,171395216.6299446,534696987.6486305,-60229635.67646646,398487356.7766216,231624852.3064111
Mauritius,2013,2,US dollar,553408711.9296856,651555086.9794419,-1777898507.848054,-1454412444.999087,62676836.68090332,-323486062.848967,-325487074.112724,115865007.046572,208879756.4360486,-93014749.3894765,-51735823.48068384,441352081.159296,260615579.9167324
Mauritius,2013,3,US dollar,-590431980.7057694,-11216068.1522014,-1472546566.132661,-1254384315.657761,-1005199587.663622,-218162250.4749,145322640.2494765,406631095.0902148,132939582.347335,273691512.7428797,-39547985.9701899,261308454.8407383,172487568.3175249
Mauritius,2013,4,US dollar,956460433.173926,167323657.3852065,-1468198276.279264,-1155064474.546744,569712141.2764691,-313133801.7325201,-425584802.3968434,-61537886.22035299,184943620.5174684,-246481506.7378214,-32534239.04196678,364046916.1764904,217477859.5594352
Mauritius,2014,1,US dollar,-396176810.8927073,716433546.7273144,1921009969.068371,7883852231.022468,2337211114.168543,-5962842261.954097,332556451.0514433,3605805730.805316,-292143101.0532667,3897948831.858583,55928893.72184078,3273249279.753873,-348071994.7751075
Mauritius,2014,2,US dollar,-991062307.3487198,-999453832.2402596,1614854436.341603,6603997417.311963,796498334.9622538,-4989142980.97036,188626885.6054942,2902970091.234336,-228461752.7783795,3131431844.012715,43151675.4304111,2714343205.628842,-271613428.2087906
Mauritius,2014,3,US dollar,1940983336.011502,773982984.2306648,1308624710.649406,5355276929.691611,2203190348.176171,-4046652219.042205,875217691.5359803,3059841828.912914,-206899247.3627297,3266741076.275643,30194521.7734966,2184624137.376933,-237093769.1362263
Mauritius,2014,4,US dollar,1697276905.006761,810287836.1504064,1800731426.005338,7171088655.483093,5114548768.617943,-5370357229.477754,-120008515.2984113,2876518640.983789,-296510316.3263898,3173028957.310179,37715146.32227011,2996527156.282201,-334225462.6486599
Mauritius,2015,1,US dollar,267451259.2074771,-826572743.2869087,3224786557.332124,4635980704.266475,415207802.4987542,-1411194146.934351,515598840.9849647,-1468837072.593347,614857873.6959597,-2083694946.289307,167685802.8602014,-1984435913.578312,447172070.8357583
Mauritius,2015,2,US dollar,-1821638632.90939,-1013791817.570584,2964139014.289024,4196447236.833928,-1444440049.946607,-1232308222.544904,157862918.0344541,-1579589692.014758,523055105.1195272,-2102644797.134285,153597116.2049619,-1737452610.049212,369457988.9145653
Mauritius,2015,3,US dollar,-600588546.2455442,-220888586.1038634,2169762517.915042,3084101053.55997,-491218449.0308209,-914338535.6449274,-8763176.566700494,-1330532885.94019,418936376.5112946,-1749469262.451485,117454834.3052921,-1321769709.373489,301481542.2060025
Mauritius,2015,4,US dollar,818281378.738914,-22070523.49684041,2193230405.675912,3142290782.862644,283210518.0535208,-949060377.186732,37731677.79636595,-1354021043.166636,414602586.5984731,-1768623629.765109,116121049.761785,-1391752720.963002,298481536.8366881
Mauritius,2016,1,US dollar,-296598530.5085679,435959056.851311,-892337545.4036733,291374954.9571362,701076466.2557957,-1183712500.36081,-115477333.3134696,-943204556.522161,-951500823.574435,8296267.052273939,-281123338.7679627,-827727223.2086915,-670377484.8064723
Mauritius,2016,2,US dollar,105513491.4238362,-154155267.7284234,-993807680.519451,280243606.188914,1290426027.039606,-1274051286.708365,15665262.84721828,-831961676.864223,-1289744928.654944,457783251.7907212,-533612205.2830531,-847626939.7114413,-756132723.3718911
Mauritius,2016,3,US dollar,-8684099.6116199,-284057746.9051696,-3300071000.293238,324281817.4189269,1308300622.596196,-3624352817.712165,-249208200.5810141,-645932946.6818907,-1840576526.152716,1194643579.470825,-705024425.7980926,-396724746.1008766,-1135552100.354623
Mauritius,2016,4,US dollar,84658283.13337205,388382800.4032149,-1720695675.505464,282874375.5671372,944181617.963544,-2003570051.072601,14170270.56738845,-329493727.2562968,-2044767247.948993,1715273520.692696,-825341400.1084439,-343663997.8236853,-1219425847.840549
Mauritius,2017,1,US dollar,584301411.1091137,181107316.1962969,-560258628.4378932,6265279525.435916,-2803877179.579364,-6825538153.873809,1048079947.869854,3232939735.75409,1706082599.316915,1526857136.437174,875511190.0053928,2184859787.884235,830571409.3115226
Mauritius,2017,2,US dollar,306334267.6924575,-432315273.1926736,-434806261.2559734,5666711523.539837,-2650239507.070684,-6101517784.795811,222814587.4551551,2050369496.562723,1952304736.599486,98064759.96323644,994448246.1439792,1827554909.107568,957856490.4555072
Mauritius,2017,3,US dollar,-634666677.2864252,-19981740.65154215,-548437551.3357494,5088145660.617049,-4091866226.875885,-5636583211.952799,988035845.669676,3113059615.677549,1665503471.16785,1447556144.509699,842787408.0187802,2125023770.007873,822716063.1490697
Mauritius,2017,4,US dollar,-1178825312.365169,-13032210.00138572,-592110500.560699,5949439742.736699,-5042905062.41406,-6541550243.297398,1747289133.240095,4219487576.647769,1474585716.265396,2744901860.382374,779308467.3000613,2472198443.407675,695277248.9653342
Mauritius,2018,1,US dollar,743893142.1527275,901643498.9943544,3541399711.28268,3778405404.528641,-363704745.9936414,-237005693.245961,-67637708.42795037,1155923571.011483,-812534467.6571717,1968458038.668654,-598155777.5903451,1223561279.439433,-214378690.0668265
Mauritius,2018,2,US dollar,-1005936296.351135,-820687612.8763268,2578051484.26891,2893199268.239935,-2288445165.727287,-315147783.9710254,-385459873.0135224,1237855140.341682,-660103685.4912391,1897958825.832921,-484411133.8189649,1623315013.355204,-175692551.6722742
Mauritius,2018,3,US dollar,-916248541.423571,471149358.2263711,2949562427.071179,3335005834.305718,-1207351225.204201,-385443407.2345391,226837806.3010502,1877392065.344224,-717677946.3243874,2595070011.668611,-507205367.5612602,1650554259.043174,-210472578.7631272
Mauritius,2018,4,US dollar,409862467.2078977,480646838.7637567,2822876080.781109,3341272644.013595,-158973781.8413249,-518396563.2324858,-365302075.410192,1382769205.693794,-287357771.5341268,1670126977.227921,-196723506.310054,1748071281.103986,-90634265.2240728
Mauritius,2019,1,US dollar,-232605185.8623974,92347643.4087415,-1108288431.986616,-348382578.9258687,1364877745.1419,-759905853.0607474,555807348.9077783,-694868602.7738327,147085140.7341126,-841953743.5079453,32066369.70180316,-1250675951.681611,115018771.0323094
Mauritius,2019,2,US dollar,-570921743.4881152,176763362.6040705,-1177492283.686974,-437096388.4238221,1261859204.33708,-740395895.2631519,364916117.1285065,-856539219.3710778,24458719.14898464,-880997938.5200624,-81320258.31140874,-1221455336.499584,105778977.4603934
Mauritius,2019,3,US dollar,-833779.55980142,330121120.3773875,-1483794104.622661,-378952809.9297591,1526622581.344462,-1104841294.692901,761073982.1867636,-340404401.6149387,23734924.80234795,-364139326.4172866,-76485378.28578635,-1101478383.801702,100220303.0881343
Mauritius,2019,4,US dollar,1728054194.565938,589508291.286664,-1420581083.74528,-480500324.933735,2978483180.115513,-940080758.8115448,-261443874.0863518,-1414912998.079604,73712495.71014445,-1488625493.789748,-24123591.64956807,-1153469123.993252,97836087.35971253
Mauritius,2020,1,US dollar,-500388073.8792859,-162991029.3002461,-4132037793.316571,-10492858282.19163,-1086829636.903642,6360820488.875061,-114711252.5385199,-6856610488.77704,-185687336.3161406,-6670923152.460899,143449214.8966902,-6741899236.23852,-329136551.2128308
Mauritius,2020,2,US dollar,426536023.3426428,-58339958.45941877,-979242196.5726932,-5891661498.374585,-1471760313.344182,4912419301.801891,70477466.94027391,-1797200381.27427,1320391097.495493,-3117591478.769764,598633905.9384712,-1867677848.214544,721757191.557022
Mauritius,2020,3,US dollar,590574622.1609961,-634329229.4452585,2820283391.761761,2956875819.304398,85382775.67820899,-136592427.5426373,667276523.7810924,2462591353.482525,1767420954.846114,695170398.6364112,178846019.139618,1795314829.701433,1588574935.706496
Mauritius,2020,4,US dollar,-1164120100.083402,-6105087.5729774,4940417014.178478,3343361134.278563,-555838198.4987485,1597055879.899915,228365304.4203501,3596221851.542949,1252393661.384486,2343828190.158463,110492076.7306087,3367856547.122599,1141901584.653877
Mauritius,2021,1,US dollar,2315899152.260997,711309916.0936929,4949212408.589839,1255466256.45064,2701811435.216621,3693746152.139199,941956323.338766,3019776127.496206,9641875737.24595,-6622099609.749744,3640063801.494594,2077819804.15744,6001811935.751356
Mauritius,2021,2,US dollar,-1131732947.446303,641605242.1403016,8754730355.448347,5960541853.335712,415111658.4377132,2794188502.112636,786811025.8726155,2479743380.768912,1210791335.181106,1268952045.587806,-1738378065.850142,1692932354.896297,2949169401.031248
Mauritius,2021,3,US dollar,-336371169.4760554,-284736781.4409034,771595323.4664671,3032971243.617743,245461936.9671068,-2261375920.151276,1257402486.550139,1371114960.109905,222214780.3630452,1148900179.74686,336394533.4525418,113712473.5597667,-114179753.0894966
Mauritius,2021,4,US dollar,-344574508.4783434,236824070.9013623,1692033783.72121,3491794852.798177,-139561589.5389004,-1799761069.076967,1521864957.724044,2410354599.420268,-329803391.3373649,2740157990.757633,-1099938878.135968,888489641.6962243,770135486.7986035
Mauritius,2022,1,US dollar,-70031270.12846227,1227157631.919167,-1833909805.147121,1014835000.867293,1866925585.314741,-2848744806.014407,1766462002.705376,4421402600.374911,-143501461.426674,4564904061.801597,-1769637192.18427,2654940597.669543,1626135730.757597
Mauritius,2022,2,US dollar,-823359055.7489868,496125997.4016948,9284900134.769728,377596329.5308604,-2499243687.231478,8907303805.238882,2518694463.709634,-5831053231.738322,849999051.8800241,-6681052283.618353,1644581905.563429,-8349747695.447957,-794582853.6834025
Mauritius,2022,3,US dollar,1654136696.001429,1254982563.751372,-877847675.3485212,-49434089.78617356,3641124743.085178,-828413585.562346,690368454.317297,3479202524.877549,1704391921.54756,1774810603.329978,547805439.841127,2788834070.560234,1156586481.706433
Mauritius,2022,4,US dollar,-1667940063.366572,-510856585.6255568,5822689977.200281,1713575321.844527,-1159124939.50412,4109114655.355743,1444600567.881556,-2122499910.226038,-1387364682.120664,-735135228.1053737,1646696268.691136,-3567100478.107587,-3034060950.811807
Mauritius,2023,1,US dollar,778923460.0698729,129483489.6851886,2891421958.051911,3457152334.969939,1385716270.137759,-565730376.9180387,731974471.1245736,1931679523.398748,690386079.8027067,1241293443.596042,233432891.60185,1199705052.274175,456953188.2008566
Mauritius,2023,2,US dollar,285583773.6785863,334453830.3605167,1811267293.766452,2215839748.934506,484398005.1673594,-404572455.168043,321579224.766254,1271085917.369724,825940946.595734,445144970.7739925,507966456.5551297,949506692.6034704,317974490.0406043
Mauritius,2023,3,US dollar,-20522749.10255704,256798997.0230402,3423688004.78018,2476654590.887991,434934258.4894096,947033413.8921891,699499213.4192672,1076031585.229812,1558183821.414531,-482152236.1847192,119529758.8246181,376532371.8105423,1438654062.589913
Mauritius,2023,4,US dollar,-160837776.179066,214960444.4533314,2031799697.361387,1584646522.338169,124255290.6073316,447153175.0232172,252242560.1584885,434299632.8355677,907573214.806274,-473273581.9707086,113016131.7393328,182057072.6770789,794557083.0669428
Mauritius,2024,1,US dollar,2085683225.524604,566448376.4047415,2227679008.291316,1907455605.919943,2716145902.475108,320223402.371366,-789713158.6234463,-156613474.8883789,874742051.853928,-1031355526.742307,323992927.6089858,633099683.7350655,550749124.2449422
Mauritius,2024,2,US dollar,895418633.3385307,1488453867.328113,3153783509.76582,2547025812.593323,1498270258.301111,606757697.1724796,-249159839.2832068,592821401.0261205,1194050014.677227,-601228613.6511061,216836501.0820521,841981240.3093274,977213513.5951744
Mauritius,2024,3,US dollar,-130620610.0452334,-1382353474.112589,2742281793.605654,2237592536.23474,355716650.7689509,504689257.3709121,-886883999.848653,-93132819.68743569,884249596.5116051,-977382416.1990412,321623494.2419599,793751180.161217,562626102.2696453
Trinidad and Tobago,2015,1,US dollar,-209624680.1699036,-113023071.8814203,12860320.9014482,485287864.574998,-302796812.9072714,-472427543.67355,384279564.59333,434644927.765918,-80233651.3253255,514878579.091244,-80233651.3253255,50365363.1725885,0
Trinidad and Tobago,2015,2,US dollar,-92154510.2427092,98868433.36906973,13799554.6120448,-447008859.785315,-25081324.17702139,460808414.39736,7061012.99328798,-170336499.559712,-31997766.9123757,-138338732.647336,-31997766.9123757,-177397512.553,0
Trinidad and Tobago,2015,3,US dollar,129396917.1538331,77084719.4342472,63627197.7621746,213757433.948295,-423509335.963542,-150130236.186121,490601182.731798,442077554.539737,-1688512.72121229,443766067.260949,-1688512.72121229,-48523628.192061,0
Trinidad and Tobago,2015,4,US dollar,231968402.3177521,-36965634.92000078,38052299.5156231,-75206693.8495325,43509761.40770224,113258993.365156,-36683070.3039751,-34644374.0143226,-13653059.4980333,-20991314.5162893,-13653059.4980333,2038696.28965247,0
Trinidad and Tobago,2016,1,US dollar,72920158.41778082,71335272.31539796,-25826719.8893582,308250229.596094,-62933421.33056836,-334076949.485452,44034886.9704661,36691402.2577178,-134613920.02091599,171305322.278634,-134613920.02091599,-7343484.71274836,0
Trinidad and Tobago,2016,2,US dollar,-47953443.68633485,-213451409.1034812,11084960.1118549,-301061691.477574,699538966.8733304,312146651.589429,-523682490.027945,-536558996.996652,26804857.6486116,-563363854.645264,26804857.6486116,-12876506.9687075,0
Trinidad and Tobago,2016,3,US dollar,17786168.9959908,69416039.26540928,-9735613.94585844,-13599710.8905456,-695873243.264924,3864096.94468721,275751566.782999,298579078.892858,915755024.582668,-617175945.68981,915755024.582668,22827512.1098591,0
Trinidad and Tobago,2016,4,US dollar,180124980.9389824,32685861.97628189,-861824.980404977,-17187009.6086514,-41035883.61221672,16325184.6282464,88104753.8500158,104187418.296605,497750645.10789,-393563226.811284,497750645.10789,16082664.4465897,0
Trinidad and Tobago,2017,1,US dollar,-234555.004035306,-38108811.5468618,-10062118.8654536,121869227.331878,345611732.8647252,-131931346.197331,-62921613.1803693,-44693568.8366465,-8462437.66833716,-36231131.1683094,-8462437.66833716,18228044.3437228,0
Trinidad and Tobago,2017,2,US dollar,-45951437.14086818,-25833843.4653631,-6539431.3262688,44513322.1788858,-13030335.94853828,-51052753.5051546,36372297.2501989,64142006.1302961,-27234025.8048547,91376031.9351508,-27234025.8048547,27769708.8800972,0
Trinidad and Tobago,2017,3,US dollar,11145146.105564721,38901034.64809779,579393.32714139,34348210.3131602,241106422.5935854,-33768816.9860188,6031813.70947037,81020389.5151309,-2956149.3409484,83976538.8560793,-2956149.3409484,74988575.8056605,0
Trinidad and Tobago,2017,4,US dollar,-171914476.7035297,-29227632.8696242,3985906.50092376,-671613337.563694,-410875008.3716426,675599244.064618,64754511.2656502,123673317.715717,-110280586.151194,233953903.866911,-110280586.151194,58918806.4500673,0
Trinidad and Tobago,2018,1,US dollar,82366740.68797363,53080563.42840686,22971776.4378883,-36177341.8255454,35350749.37074779,59149118.2634337,257503860.299357,177897697.278277,-4121551.70344939,182019248.981726,-4121551.70344939,-79606163.0210798,0
Trinidad and Tobago,2018,2,US dollar,-28737348.24609993,-16924276.6464087,-12332595.866782,-60571464.2769978,359200910.6474618,48238868.4102157,274889509.064278,318327462.885638,-40346080.7144887,358673543.600126,-40346080.7144887,43437953.8213595,0
Trinidad and Tobago,2018,3,US dollar,-184507253.4901089,-21703708.93542043,25869669.8555333,-394889303.188782,-468515059.8746385,420758973.044315,-83226818.9680379,-59612533.0286644,3082355.7593799,-62694888.7880443,3082355.7593799,23614285.9393736,0
Trinidad and Tobago,2018,4,US dollar,314684992.2585073,76517453.8217424,28532913.0612271,-208547591.908659,-236367975.7268254,237080504.969886,-110382839.38026,-86208016.61774,-26312244.565512,-59895772.052228,-26312244.565512,24174822.7625201,0
Trinidad and Tobago,2019,1,US dollar,-126593528.586705,48833000.2195448,47432350.9162728,-28980813.2944963,179567630.9279436,76413164.2107691,375659719.142482,373469725.87103,-65217171.0369709,438686896.908001,-65217171.0369709,-2189993.27145181,0
Trinidad and Tobago,2019,2,US dollar,251851506.8444304,54216110.37182979,23790546.7186174,6122878.98603537,52281595.83596597,17667667.732582,128917708.268881,141720741.496225,-33231719.8401503,174952461.336376,-33231719.8401503,12803033.2273443,0
Trinidad and Tobago,2019,3,US dollar,89438606.47785556,259312947.1601692,21578392.4516427,165049952.696808,506046104.1479005,-143471560.245166,394168520.540535,361903089.211465,-405545246.499821,767448335.711286,-405545246.499821,-32265431.3290704,0
Trinidad and Tobago,2019,4,US dollar,-159566118.0328301,55837814.78018825,21357704.9494561,41780746.8755142,-408584901.6276378,-20423041.9260581,460785631.252239,368298107.621575,295479652.673755,72818454.9478194,295479652.673755,-92487523.6306648,0
Trinidad and Tobago,2020,1,US dollar,299401861.7258875,-166290304.5076038,523304.192760152,-223667516.772333,194067663.6793249,224190820.965093,-150927848.874539,-156176071.356788,266776.112788506,-156442847.469576,266776.112788506,-5248222.48224886,0
Trinidad and Tobago,2020,2,US dollar,-191300736.920866,21754868.52630608,73758270.2154488,659551841.937067,-472853718.8398448,-585793571.721618,-39188743.3756458,-47134863.2860402,120100205.214071,-167235068.500111,120100205.214071,-7946119.91039441,0
Trinidad and Tobago,2020,3,US dollar,-42582522.05681994,-59426123.33129564,-557664.662134417,277923137.651851,-156665984.5319096,-278480802.313986,143798807.14822,54258315.8283088,-10000864.3198683,64259180.1481772,-10000864.3198683,-89540491.3199114,0
Trinidad and Tobago,2020,4,US dollar,153784578.7910467,-18249563.2279152,24286896.9920476,342161684.907308,168786396.0925222,-317874787.91526,11791743.4553632,63568161.2716321,-11212099.2456992,74780260.5173313,-11212099.2456992,51776417.8162689,0
Trinidad and Tobago,2021,1,US dollar,38056152.87984939,-37935945.57597425,127390321.210249,-1248319137.10704,545944545.3084378,1375709458.31729,-320701111.960965,-216184332.372792,1544480.97319256,-217728813.345985,1544480.97319256,104516779.588173,0
Trinidad and Tobago,2021,2,US dollar,83322545.62285608,-14853535.01800313,186185559.410184,144818282.917132,462451959.2411219,41367276.4930524,85952142.196394607,214489143.736005,29034798.7552174,185454344.980788,29034798.7552174,128537001.539611,0
Trinidad and Tobago,2021,3,US dollar,-17969487.2075225,-34554252.3599489,252394556.790421,465991815.038076,-228876993.5905912,-213597258.247655,29291015.1683692,147739638.540091,4790265.87356656,142949372.666525,4790265.87356656,118448623.371722,0
Trinidad and Tobago,2021,4,US dollar,269554913.8963621,42659217.9928589,203480521.03324,-297272759.213144,327599116.7688238,500753280.246384,-23767283.3678594,111590507.750452,-34032960.2310635,145623467.981516,-34032960.2310635,135357791.118312,0
Trinidad and Tobago,2022,1,US dollar,-86121073.73333822,13801360.7170123,527119759.244737,-104297977.314736,11755281.16475205,631417736.559473,63531739.6421555,68830256.0191682,137755.36848458,68692500.6506836,137755.36848458,5298516.3770127,0
Trinidad and Tobago,2022,2,US dollar,55820133.37724473,-46522535.84482235,168065752.230253,-238097647.554588,130733248.1758626,406163399.784841,44569202.6491862,-1147507.66575953,-80591635.9981967,79444128.3324372,-80591635.9981967,-45716710.3149457,0
Trinidad and Tobago,2022,3,US dollar,-257434134.0441309,256043023.4973464,836524010.84328,71069069.0097706,415771865.591905,765454941.833509,467472402.384397,175150511.179447,428042.848877766,174722468.330569,428042.848877766,-292321891.20495,0
Trinidad and Tobago,2022,4,US dollar,342994604.4477942,157804704.1746198,-177641814.85337,-642175134.53648,323462090.3929057,464533319.68311,425301062.178429,431575123.447072,255320.34909434,431319803.097978,255320.34909434,6274061.26864294,0
Trinidad and Tobago,2023,1,US dollar,-162747562.3325682,257882901.5968733,267768841.696865,-756586377.717933,-491447403.486907,1024355219.4148,146807277.027092,106210394.911459,-896985.005529498,107107379.916989,-896985.005529498,-40596882.1156321,0
Trinidad and Tobago,2023,2,US dollar,96588019.05836384,127509399.9823526,158317996.410339,-79008449.4560105,-23705279.94674718,237326445.866349,37721815.3575846,92697087.4303893,-101083.761647843,92798171.1920372,-101083.761647843,54975272.0728048,0
Trinidad and Tobago,2023,3,US dollar,-158466504.8255545,-191926031.0626443,467608015.260315,-53793822.0403197,606483859.5774872,521401837.300635,-257309457.830026,-224427169.099826,333294845.101623,-557722014.201448,333294845.101623,32882288.7302004,0
Trinidad and Tobago,2023,4,US dollar,36889684.93729461,-162361411.6265051,-363013079.334077,-666085642.045951,-311883092.2510691,303072562.711874,-69666046.9814494,-12150443.1008127,180084.635936171,-12330527.7367489,180084.635936171,57515603.8806368,0
Trinidad and Tobago,2024,1,US dollar,198776806.1560268,-256649661.7429966,-37150095.2467168,-275658009.785488,1947393.620688255,238507914.538772,129171242.60573,148542170.994917,-318163827.935764,466705998.930681,-318163827.935764,19370928.3891871,0
Trinidad and Tobago,2024,2,US dollar,-112627174.3717266,-49309167.6535639,68609441.9213365,-285551411.348657,-381994289.8209628,354160853.269994,-9351406.5509401,108992988.275709,750375177.875962,-641382189.600253,750375177.875962,118344394.826649,0
Trinidad and Tobago,2024,3,US dollar,-212754466.58453,138262124.5828237,128539137.027623,-249520983.481463,-613280166.4582388,378060120.509086,252527728.922523,299069313.894723,-252218.022548119,299321531.917272,-252218.022548119,46541584.9722002,0
Trinidad and Tobago,2024,4,US dollar,-176363489.4509817,-73457171.4166509,54768235.2561547,-229897794.931223,-139626844.563103,284666030.187378,7360686.86896015,30349215.6538481,1508817.92230825,28840397.7315398,1508817.92230825,22988528.7848879,0
