COUNTRY,YEAR,QUARTER,UNIT,"Assets - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Liabilities - Other investment, Debt instruments, Deposit taking corporations, except the Central Bank","Assets - Direct investment, Total financial assets/liabilities","Liabilities - Direct investment, Total financial assets/liabilities","Assets - Other investment, Debt instruments","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities","Assets - Portfolio investment, Debt securities","Assets - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Liabilities - Portfolio investment, Debt securities","Assets - Portfolio investment, Equity and investment fund shares","Liabilities - Portfolio investment, Equity and investment fund shares"
"Slovenia, Republic of",2007,4,US dollar,1239352618.621961,2730819794.874158,547478353.4091831,611948574.0211943,815239572.8975668,-64470220.612011276,1178022206.070793,1204506539.198291,36591682.146587215,1167914857.0517042,-13534259.671071209,26484333.12749842,50125941.81765845
"Slovenia, Republic of",2008,1,US dollar,379932952.7677542,946050933.7742239,377753940.0742058,276590842.1709767,1200601549.2710068,101163097.9032291,766364005.9322829,774358211.9516381,1230272064.3806849,-455913852.429047,1358001145.906496,7994206.019355097,-127729081.5258106
"Slovenia, Republic of",2008,2,US dollar,814839104.5124995,2822249360.5499983,524906524.4249997,114617968.9124999,-16548517.012499988,410288555.5124998,1783832651.8874989,1810654278.299999,22156859.88749999,1788497418.412499,-57889346.399999976,26821626.412499983,80046206.28749995
"Slovenia, Republic of",2008,3,US dollar,-802491663.3863494,-517262766.1590817,323617511.93181235,289406840.3181767,-870875381.045439,34210671.613635756,-388943023.40908396,-477042538.795446,-205515368.4772691,-271527170.318177,31749959.45454489,-88098010.36363478,-237266832.9545412
"Slovenia, Republic of",2008,4,US dollar,-435689745.4828126,-958871705.4421875,105960669.72187501,400126140.5203126,-469582187.86406255,-294165470.7984376,-1650155751.295313,-1747661761.74375,-96966968.25937502,-1650694793.484375,-110598541.27031249,-97506010.44843753,13631573.010937499
"Slovenia, Republic of",2009,1,US dollar,-218412806.4793622,-1092411896.101573,59478179.21269762,30484325.7079361,-1123207605.4253821,28993853.50476152,-801518364.4412591,-736694549.3460219,355009893.6031699,-1091704442.949192,361950230.5142809,64823815.09523724,-6940336.911111018
"Slovenia, Republic of",2009,2,US dollar,31176125.79032214,-2060966840.8773901,168725956.16290078,-337310140.6999952,72929232.77903126,506036096.86289597,-176933715.3838684,-189942625.2403199,1322280779.688691,-1512223404.9290109,1301850670.496756,-13008909.85645143,20430109.191935193
"Slovenia, Republic of",2009,3,US dollar,840090805.0772461,-566459242.4863456,-69053673.1499978,-82796039.22272465,1286667641.7817771,13742366.072726829,1231143219.327234,1291410531.654504,4574076748.445309,-3282666216.790805,4559293120.663491,60267312.327270806,14783627.78181771
"Slovenia, Republic of",2009,4,US dollar,302645793.57692796,-468089697.4938537,180852938.436926,42650481.31384684,-631680260.7923177,138202457.12307912,-381919704.3369292,-307675233.86769724,158784292.4123102,-466459526.2800075,163757570.8661565,74244470.46923196,-4973278.453846234
"Slovenia, Republic of",2010,1,US dollar,-1046178151.4158461,-956727517.3587054,199304691.8095187,-126973075.0984094,-605366566.2983971,326277766.9079281,651447824.5587133,857750030.526962,2341867467.2761297,-1484117436.7491682,2301698140.444385,206302205.9682487,40170709.73968151
"Slovenia, Republic of",2010,2,US dollar,516534782.6031776,-140002427.1888897,-73594261.46349247,22014486.74920647,457078894.4698438,-95608748.21269894,-17251712.77460327,93078683.38254021,709596138.4301627,-616517455.0476226,672209379.3301624,110331666.90793711,37388029.85079386
"Slovenia, Republic of",2010,3,US dollar,-986428977.2545505,-32483842.19090926,-68173335.19697005,-171479725.421213,-920691833.3939441,103306390.224243,-1331061.615151522,16937145.809090998,-70711518.64545491,87648664.45454592,-100491924.34545511,18269498.463636458,29780405.70000015
"Slovenia, Republic of",2010,4,US dollar,-917848031.1878804,-883133374.272729,142013888.1666669,595582246.3454556,-1198588794.854548,-453568358.1787888,-379512777.7606068,-374311963.0909098,182635659.99393982,-556947623.0848496,120054741.97575781,5200814.66969698,62582276.287878916
"Slovenia, Republic of",2011,1,US dollar,675905611.923437,-617714093.182812,244094392.38906232,37292749.83281248,1778846793.564061,206801642.55624992,567723668.8718746,812551303.398437,4274309185.562497,-3461757882.16406,4208504807.6890597,244829002.51562482,65805745.86249996
"Slovenia, Republic of",2011,2,US dollar,-503034162.2428554,-901818362.9190446,-91623632.41428539,170675620.0285708,-21447778.62857135,-262299252.4428563,-171940555.4428566,-191124689.6952374,-658249940.2285693,467125250.53333175,-778876426.2714258,-19185573.31428565,120626486.0428567
"Slovenia, Republic of",2011,3,US dollar,417161315.9272639,-15187970.27878756,-155039919.46666342,154720648.58181491,233524049.01817688,-309760568.0484783,81326488.04848312,-15891496.38787845,-640063250.8605925,624171754.4727141,-651152969.648471,-97217984.43636158,11089718.787878549
"Slovenia, Republic of",2011,4,US dollar,-708832771.5937502,-1563402413.060938,-11451225.915625,513257319.23281264,-1127273023.5,-524708545.14843756,-332561450.1578126,-512227329.0515626,-521113016.59687513,8885687.545312501,-551663549.9703126,-179665878.89375,30550533.37343751
"Slovenia, Republic of",2012,1,US dollar,745980237.3153977,-914050039.7692469,-296817534.2461591,20361014.85384651,1779650747.79234,-317178549.1000056,-70115926.38461661,-41671065.61538535,-1291785993.376946,1250114927.761561,-1331597001.046177,28444860.76923127,39809696.84615455
"Slovenia, Republic of",2012,2,US dollar,-570430950.8951453,-591160497.890306,-69536308.81451419,82916906.55967508,-217667291.26451,-152453215.37418932,-124886006.0951578,-50523865.916127615,127519326.18386741,-178043192.099995,91175664.69677164,74362140.17903017,36343661.48709575
"Slovenia, Republic of",2012,3,US dollar,-382227284.3046108,-280574895.6061505,-141935270.2061522,7083885.990769146,-608707846.1369158,-149019156.1969213,-92293057.50769122,-78189048.00153753,-1362002731.309215,1283813683.3076768,-1396049392.6753678,14104009.50615368,34047911.610768825
"Slovenia, Republic of",2012,4,US dollar,-113155980.09374991,-732202763.1187497,-57924606.50624998,-76823917.91249998,-429952526.8499999,18899311.40624999,47316354.937499985,27234458.831249993,2091500887.368749,-2064266428.537499,2053532397.6749992,-20081896.106249988,37968489.69374999
"Slovenia, Republic of",2013,1,US dollar,622108718.2258234,-731496420.9677619,96898513.9838736,31763769.48387183,1127461944.338741,65134744.50000179,-350291568.29033214,-291716388.1935563,76426122.72580855,-368142510.91936487,34891019.03225902,58575180.096775785,41535103.69354952
"Slovenia, Republic of",2013,2,US dollar,-43471392.50793496,-406046056.94919187,37720054.130157396,-191251921.0952313,528007608.8444256,228971975.22538868,-68586310.28888646,1776475.174603111,2686653536.5427623,-2684877061.3681583,2660582457.123715,70362785.46348956,26071079.41904669
"Slovenia, Republic of",2013,3,US dollar,-486758853.1727319,-868923472.2484933,-164490813.2090925,-27889853.6303033,-333142196.1697002,-136600959.5787892,248486122.0818206,356390803.14848834,-48913840.24545502,405304643.3939433,-98982364.39394034,107904681.0666677,50068524.14848533
"Slovenia, Republic of",2013,4,US dollar,289566121.2515623,-450608125.7140622,61957239.29374996,291400721.8703123,-450316876.0609372,-229443482.57656232,-540608351.4687495,-581637806.1078122,2234178811.0812483,-2815816617.189061,2186916069.473436,-41029454.63906247,47262741.60781247
"Slovenia, Republic of",2014,1,US dollar,292372549.561895,-465184465.4856986,193338586.9015808,36039120.13333212,2517989896.069756,157299466.76824868,-175184118.1079306,-60596617.3396805,4130605270.9014482,-4191201888.2411294,4123917359.085576,114587500.7682501,6687911.815872791
"Slovenia, Republic of",2014,2,US dollar,944911687.9113168,-462608115.1451744,69527090.56451811,783232067.0564739,2639173497.266203,-713704976.4919556,-205377075.0725865,-200808661.2338767,1464546824.903267,-1665355486.137144,1479406509.5323,4568413.838709807,-14858313.55645203
"Slovenia, Republic of",2014,3,US dollar,-271109973.06818384,-564833984.227277,-75106178.09090966,408091923.9636395,500493997.0727311,-483198102.0545491,117199307.0227282,178520996.1272741,68284851.00909142,110236145.1181827,5442745.627272769,61321689.10454592,62842105.38181866
"Slovenia, Republic of",2014,4,US dollar,206586465.82031262,117325415.0390625,24906107.81250001,-207982497.6562501,717295405.0781252,232888605.4687501,610730808.3984377,618372114.2578126,317315411.7187501,301056702.5390626,249174810.3515626,7642555.664062502,68140601.36718751
"Slovenia, Republic of",2015,1,US dollar,-339294455.2857271,-357929867.28572774,106926138.1428612,495145869.85716146,519883850.0000196,-388219731.7143003,340430733.42858416,408623188.0000153,-396306563.5714435,804929751.5714588,-411985850.57144403,68192454.57143113,15679287.00000059
"Slovenia, Republic of",2015,2,US dollar,-301087969.5935387,-525184974.11611223,337011486.58708596,386438098.993536,-1653222313.25156,-49426612.40645003,355244036.47095644,380660847.6451491,-1472345824.651566,1853006672.2967148,-1485288547.683823,25416811.17419273,12942723.03225765
"Slovenia, Republic of",2015,3,US dollar,14988376.95,-325001994,28417108.95,276001573.65000004,1406083842.3,-247584464.70000002,376376898.75,421817815.8,1497881676,-1076063860.1999998,1483871551.0500002,45442028.7,14010124.95
"Slovenia, Republic of",2015,4,US dollar,125983520.2307729,-89769487.51692565,-146560372.1723119,572561556.7815548,-970300374.461566,-719121928.9538667,1084868982.735416,1137815466.990802,-631963566.9507873,1769779033.9415889,-647642368.0123262,52946484.25538613,15678801.06153891
"Slovenia, Republic of",2016,1,US dollar,-79091410.48064166,-290649445.19998723,180851996.6032178,501179316.92901,205934545.18063602,-320327320.3257922,542358732.3870727,569213291.7773942,-132365240.535478,701578532.312872,-153033190.0354771,26854559.390321393,20667949.49999908
"Slovenia, Republic of",2016,2,US dollar,-262583362.4553881,-177096856.1338484,80066176.47538567,503239232.21231425,-730802746.9200096,-423173055.7369286,377464995.0738511,332871489.735389,-926874145.2215506,1259745634.95694,-918228719.116935,-44593505.33846212,-8645426.104615496
"Slovenia, Republic of",2016,3,US dollar,-477652480.1893989,-239133871.32576,62288903.67424307,394573065.1136405,-1153592550.643951,-332284161.4393974,529311077.8030358,582859011.3257636,-209747551.5151537,792606562.8409172,-225754425.1893963,53547933.52272783,16005757.04545471
"Slovenia, Republic of",2016,4,US dollar,417011284.3359375,-88062437.46093751,154374416.3671875,47282620.4296875,-815921103.1640626,107091795.9375,872635863.5156251,739771300.8984376,-2024144564.0625,2763915864.960938,-2048561096.484375,-132864562.61718749,24415453.4765625
"Slovenia, Republic of",2017,1,US dollar,-43208394.34153751,-166122162.35999632,189542370.68307278,391580133.2584531,47358972.74769128,-202037762.5753802,660786350.5384473,814423768.9753671,1137567274.393822,-323143505.41845447,1121747586.507668,153637418.4369198,15819687.8861535
"Slovenia, Republic of",2017,2,US dollar,-244851548.39032468,62655025.046774715,289311498.6161315,233468743.0870988,-284208633.7290346,55842755.529032744,914671447.9871045,1012040281.964525,390645798.65484214,621394483.3096827,373954030.03387415,97367731.84677504,16691768.620967882
"Slovenia, Republic of",2017,3,US dollar,-202818335.6230784,8184666.40000006,125168544.9076932,242235820.5615401,-1298396073.176932,-117067275.65384701,638690583.4769275,696996934.7153895,-84574103.06153904,781571037.7769284,-73853458.65384665,58306351.23846194,-10720644.40769238
"Slovenia, Republic of",2017,4,US dollar,-63169098.3428564,-93304285.69999886,27050436.78571397,328943907.7857104,-151695552.81428403,-301893470.9999964,616592189.0285642,676886111.457135,-1753380466.499979,2430266577.9571137,-1774974897.885693,60293922.42857072,21595608.77142832
"Slovenia, Republic of",2018,1,US dollar,280967655.3571462,-176668823.21428782,321129773.7142896,346348334.0000042,948753066.642868,-25218560.285714593,-280076475.0000034,-104585239.0714298,1487719279.214304,-1592304518.285733,1488638731.500018,175491235.9285735,-920681.5000000113
"Slovenia, Republic of",2018,2,US dollar,43759870.71904847,24947427.590476673,-9713030.36190495,255639047.6285764,406394763.1095317,-265352077.9904813,335211547.5904827,381191165.0666741,-1474747081.566695,1855938246.6333692,-1348920921.3190742,45979617.47619137,-125826160.2476215
"Slovenia, Republic of",2018,3,US dollar,-458068078.9015234,-202004137.5415318,26696730.61846067,563466496.9384432,-448378783.28306234,-536769766.3199824,474392890.69844604,498391689.747676,-660069890.6399784,1158461580.387654,-657849911.6030554,23998799.04922998,-2221141.938461466
"Slovenia, Republic of",2018,4,US dollar,-180918446.9,-75112932.38750002,110786638.6625,372683736.7875001,1434475866.4375,-261897098.125,-98365787.83750002,-195771647.76250002,391834355.7125001,-587606003.475,-351791322.3875001,-97405859.92500001,743625678.1
"Slovenia, Republic of",2019,1,US dollar,254751259.88570789,-46824448.68571309,492659029.4857017,858483056.2285496,733725379.4285529,-365824026.7428478,367008636.3428478,317996691.8857062,-288541595.6571355,606538287.5428417,-271467543.7714217,-49011944.45714161,-17074051.88571385
"Slovenia, Republic of",2019,2,US dollar,301640409.5,23757265.40000001,25673173.90000001,250707583.3000001,1525141825,-225034409.39999998,62466483.00000001,37160759.000000015,174775803.20000002,-137615044.2,63031704.10000002,-25306847.70000001,111745222.8
"Slovenia, Republic of",2019,3,US dollar,72485302.75151356,-111953699.09999749,131141377.57272439,265937709.8939335,1065766791.190885,-134796332.3212091,107833952.4181794,232832960.0393888,367768285.1636282,-134935325.1242394,368622256.9454464,124999007.6212094,-853971.7818181629
"Slovenia, Republic of",2019,4,US dollar,-509112773.0187499,78589044.26249999,645126311.3624998,776409184.6999998,315611635.5374999,-131282873.3375,247451532.14999992,192686307.28125,-299047111.82499987,491733419.1062499,-298668481.4874999,-54766331.974999994,-378630.3374999999
"Slovenia, Republic of",2020,1,US dollar,433420729.3812499,96075950.14531247,14332386.865625001,30454392.43281249,3664249253.423436,-16122005.567187501,-345093177.64374995,-239798982.0609374,2034247338.5296872,-2274046320.590624,2053064247.428124,105294195.5828125,-18816908.89843749
"Slovenia, Republic of",2020,2,US dollar,-193121738.45161182,-316134139.96128863,212255483.4064504,240214849.9548373,2188217767.116117,-27959366.54838694,57466218.22580612,116972253.1483864,2013768281.612892,-1896796028.464505,2010363814.329021,59504933.50967708,3404467.283870948
"Slovenia, Republic of",2020,3,US dollar,217964422.890908,-135579603.3757568,-74570652.11363599,162043739.4969689,-806304015.8651475,-236614391.6106048,491911481.43787634,666502307.3802996,-1241917255.7833269,1908419563.163627,-1234909636.699994,174590825.94242328,-7007619.083333297
"Slovenia, Republic of",2020,4,US dollar,100203470.769234,-66004264.77538674,674840553.1692526,73556504.935387,245015379.5077002,601284048.2338656,311729418.8677024,499181483.11386234,-712874927.7169461,1212056410.8308082,-726340365.5507927,187452064.24615988,13465437.83384659
"Slovenia, Republic of",2021,1,US dollar,321684675.5047569,179898207.6952353,427919704.619041,439869383.3047551,3843760297.276131,-11949678.6857141,295602134.2476145,641309061.5809425,1108146549.1428401,-466837487.5618976,1128422929.723792,345705722.48570895,-20276380.580952067
"Slovenia, Republic of",2021,2,US dollar,35918488.466665335,14524396.333332801,202414254.28888142,1076589978.444405,302471608.7555444,-874175724.1555233,-236333452.6666579,-76959404.1333305,-2083151746.622145,2006192342.488815,-2082606704.933256,159374048.53332752,-545041.6888888688
"Slovenia, Republic of",2021,3,US dollar,-175019747.4409114,-515968348.40758264,426354908.79091483,620105764.1560688,632420671.9272811,-193750855.36515412,-241298871.0500032,-9781669.827272855,-327645860.06515586,317864190.23788303,-321283884.6424285,231517201.2227304,-6361975.4227273585
"Slovenia, Republic of",2021,4,US dollar,166308668.5530364,-187079670.4136433,637325784.5727508,82682629.9015182,-1210627849.030347,554643154.6712327,199677893.68485588,420921539.6318337,-988268121.9439759,1409189661.5758102,-993683859.9318548,221244789.4727354,5414594.462121412
"Slovenia, Republic of",2022,1,US dollar,-74433853.440625,106136018.93125,408311059.45,664079774.00625,1826873881.35,-255768714.55624998,170381613.19375002,256202806.409375,1711865339.0125,-1455662532.603125,1744543369.9093752,85821193.215625,-32678030.896875
"Slovenia, Republic of",2022,2,US dollar,174709455.7142888,-46416714.50476274,458430798.0190559,819494877.1904911,885786522.3428731,-361064079.17143506,224841807.02857548,200656098.8904798,-485416541.91905636,686072640.8095362,-445686909.01905566,-24185708.13809567,-39729632.90000072
"Slovenia, Republic of",2022,3,US dollar,72854606.80909048,239310229.79393798,210742757.39999878,483495155.8818154,1275751621.518175,-272752398.4818166,333094512.7999981,333725877.0999981,630780262.8484813,-297054385.7484831,625226875.106057,631364.2999999963,5553387.74242421
"Slovenia, Republic of",2022,4,US dollar,95671591.77499995,101309957.8687499,-246061357.8874999,213323116.3874999,-821288997.5499996,-459384474.2749998,764050141.8999996,693358808.0874997,-262147794.94374987,955506603.0312496,-293566505.69999987,-70691333.81249997,31418710.75624998
"Slovenia, Republic of",2023,1,US dollar,-106529123.9600045,113963983.6000049,224708948.7384711,506447101.5477139,2969406112.975511,-281738152.80924284,282581535.6461659,459915116.6800196,1110190109.1015859,-650274992.4215662,1102189775.2185092,177333581.0338537,8000333.883077264
"Slovenia, Republic of",2023,2,US dollar,85845607.73064798,61062918.240324594,355969737.89356005,557566966.3709861,1203520517.33391,-201597228.477426,557894658.7596958,710616730.7629266,534744987.81775934,175871742.945167,539338124.6548564,152722072.0032308,-4593136.837096926
"Slovenia, Republic of",2023,3,US dollar,-91018489.469234,22937752.13846235,168138708.2230829,303180179.70770305,2577995883.9923987,-135041471.48462018,297520299.70770293,353361546.5384741,931148219.4615716,-577786672.9230975,950300382.630803,55841246.830771215,-19151074.73076991
"Slovenia, Republic of",2023,4,US dollar,67167070.83333491,-240751079.1984183,80286554.87301773,80440294.626986,-483748048.9285827,-153739.7539682576,384677291.3888979,466595852.8809633,-310286602.3254041,776882455.2063674,-318270318.5000074,81919636.59524,7983716.174603362
"Slovenia, Republic of",2024,1,US dollar,232571296.8507933,387732473.8222216,566522554.0507928,672264121.9904753,-780585520.5587289,-105741567.9396824,2010878082.539679,2201515188.01587,741424429.9523798,1460090758.0634902,753143332.2984115,190638191.26349178,-11718902.34603173
"Slovenia, Republic of",2024,2,US dollar,170887981.56191102,-258506941.6127078,308329888.6539795,380594857.7206487,1275386905.7905219,-72264969.0666693,299020589.49207443,591001600.2285929,637345673.1555786,-46344072.92698581,657463062.1841509,291982087.4539789,-20117389.02857216
"Slovenia, Republic of",2024,3,US dollar,-485613672.5091108,-207643306.5272812,7871841.872727595,461598349.14547336,-981108060.7273128,-453726507.2727459,557755198.6545683,777334225.2363955,-514605599.12729377,1291939824.363689,-515802795.6727484,219577928.2363726,1197196.545454594
"Slovenia, Republic of",2024,4,US dollar,55769595.149999976,-187335295.4375,517595933.47500014,437210041.5000001,-897589053.5125,80385891.97500001,1335155852.9375,1481567596.3374999,350242286.2500001,1131325310.0874999,370159846.2125001,146411743.4,-19917559.962500002
"Slovenia, Republic of",2025,1,US dollar,187233611.0714339,248368324.8015944,455898441.94445735,872501408.5317708,1996825978.254025,-416602966.5873134,1236194760.754003,1463310001.2698832,1485569123.809566,-22259122.53968317,1530249429.444488,227116292.8571493,-44680305.6349219
Slovak Republic,1999,1,US dollar,-1418469424.739812,-1602050432.351266,20491378.86397763,46297830.47688086,-1278763009.371926,-25806451.61290323,-246893284.3162637,-250188991.8707606,19494640.91544555,-269683632.7862062,19624087.4022679,-3295707.554496971,-129446.48682234761
Slovak Republic,1999,2,US dollar,-336000093.1980928,-260768262.94288543,48400099.411298744,107520309.4176673,-343924261.01679146,-59120210.00636858,24490128.76869789,25347551.22011838,418235760.10811013,-392888208.8879917,418212460.5849737,857422.4514204949,23299.52313642649
Slovak Republic,1999,3,US dollar,187784135.56764248,-42346810.45052978,-30526299.24230518,34315559.46804165,206376740.96896932,-64841858.710346825,-25883453.32788382,-18080925.582418982,22827522.24353132,-40908447.82595029,24360203.728738982,7802527.745464842,-1532681.4852076601
Slovak Republic,1999,4,US dollar,-311239456.9844966,23189814.44292713,-429870672.3431597,150761506.94834912,-296990119.6883281,-580632179.2915089,2585749.859426458,-4508795.887219854,-55599646.55795642,51090850.67073656,-104133665.35464689,-7094545.746646311,48534018.796690464
Slovak Republic,2000,1,US dollar,-72709044.76957293,-18282997.58764371,108271719.0388169,120706319.1202731,-27155455.9979949,-12434600.08145618,20320185.469469577,20834769.25968857,338831103.7313196,-317996334.4716311,299696889.0002817,514583.79021899134,39134214.73103791
Slovak Republic,2000,2,US dollar,210239653.0231394,-1037832.5748132,25631587.87646327,134278717.4248181,268544157.673839,-108647129.5483548,19329355.09806671,19174454.713766232,478420901.22518855,-459246446.5114224,494448665.27502227,-154900.3843004774,-16027764.049833681
Slovak Republic,2000,3,US dollar,733980047.089435,-13946532.987350909,23990157.88394507,981199578.5990548,733004320.0667459,-957209420.7151096,61954423.64936052,54903735.337580375,90085057.94263014,-35181322.605049774,191497033.93126088,-7050688.311780142,-101411975.9886307
Slovak Republic,2000,4,US dollar,-123600601.0477726,63384142.62701199,-5746504.040827934,946934520.9892927,-1258951.41530506,-952681025.0301208,104358950.0615939,99814541.56570244,108513489.73210059,-8698948.166398188,83131404.74611151,-4544408.49589149,25382084.98598911
Slovak Republic,2001,1,US dollar,139601322.3466718,481779669.9772321,194184071.220633,239836750.8053202,162881249.6035073,-45652679.58468725,408239291.1770715,410286249.9911888,354633499.9189391,55652750.07224971,376314769.258964,2046958.814117248,-21681269.34002494
Slovak Republic,2001,2,US dollar,24669514.342976287,-345557422.5155374,-80468449.50098184,523195740.6320222,94062392.45298298,-603664190.1330041,-170083203.43340692,-170520476.9520416,-197145575.6422455,26625098.69020386,-265242828.51185292,-437273.5186347349,68097252.86960748
Slovak Republic,2001,3,US dollar,-166125614.1026876,25988412.897188533,-2993105.5362131353,126346209.4210576,-205215572.405631,-129339314.95727068,81519809.54215801,81829441.14935248,17205196.30643895,64624244.84291352,-146639464.95658273,309631.6071944622,163844661.26302162
Slovak Republic,2001,4,US dollar,-88616219.3505633,64432157.0576541,-86191186.21603711,643205351.2259775,-78510188.86679919,-729396537.4420146,194688121.2723658,195611746.1895295,72469350.56328693,123142395.6262425,101087226.640159,923624.9171636845,-28617876.0768721
Slovak Republic,2002,1,US dollar,-378002117.31004786,-171896514.7415983,58931796.32307664,125828414.8543831,-306574040.1181821,-66896618.53130649,-115891588.1901151,-115615507.5662698,-3676231.464887944,-111939276.10138191,12641586.460286612,276080.6238453397,-16317817.92517455
Slovak Republic,2002,2,US dollar,165413918.94487488,67492583.81885311,18012250.03734767,217303711.2918027,213912542.4162879,-199291461.254455,10967411.48601063,11669547.7730115,140625733.6150415,-128956185.84203,100377745.0541008,702136.2870008751,40247988.560940735
Slovak Republic,2002,3,US dollar,-2983812.42469372,-145683687.444339,52357039.68687561,3282728014.309131,-227441045.94337732,-3230370974.622255,-233758915.1405844,-233583792.9666746,-26277306.71077153,-207306486.255903,-21836387.99290532,175122.1739097898,-4440918.7178662075
Slovak Republic,2002,4,US dollar,-352931169.4327751,640205740.9389331,-17802661.21431882,586577320.5756917,-417670079.7086405,-604379981.7900105,75509160.9028322,72993307.03001459,177842116.1925149,-104848809.1625003,187536539.7824387,-2515853.8728175987,-9694423.589923812
Slovak Republic,2003,1,US dollar,181457554.313878,456539485.0556611,-39362694.34485352,309906132.6122855,313710457.186374,-349268826.957139,29636253.176688,31656498.41272555,55270521.19075526,-23614022.77802971,59513806.292623185,2020245.2360375451,-4243285.101867932
Slovak Republic,2003,2,US dollar,-507936711.8812059,315889025.5318364,174236889.9249278,356191149.2079804,-379147776.2889811,-181954259.2830526,262946715.36866042,358346946.64194816,-151651952.05668017,509998898.6986284,-138103191.9384738,95400231.27328785,-13548760.11820633
Slovak Republic,2003,3,US dollar,293217766.2011045,67469349.2612385,262073921.04908592,193316567.11725858,203577491.35491967,68757353.9318273,66289127.40827227,55626712.174967386,101477522.7915749,-45850810.61660749,75194682.71433055,-10662415.23330488,26282840.07724433
Slovak Republic,2003,4,US dollar,-80654301.65880637,420214962.8761606,36566741.2665328,109786669.996446,-118171951.0906627,-73219928.7299132,36163325.681244016,296568085.9851502,163239235.04720908,133328850.9379411,112869917.68401021,260404760.30390617,50369317.363198854
Slovak Republic,2004,1,US dollar,-698971192.5000002,-501764587.5000002,-5347573.275000002,1116961714.35,1414017597.675,-1122309287.625,-617524114.8000002,-669378954.2250001,345762665.47500014,-1015141619.6999999,361859123.4750001,-51853589.700000025,-16095208.275000012
Slovak Republic,2004,2,US dollar,448836917.1428433,404507345.0793526,235293659.022215,1514535489.4523342,215916335.7555489,-1279241830.430119,552639187.6396655,578229878.6428393,1433085923.825353,-854856045.1825134,1552562552.792016,25590691.00317381,-119476628.966663
Slovak Republic,2004,3,US dollar,-171567098.1818211,1395876753.939418,-83400672.72727415,543429007.5878881,-1553822353.2363899,-626829680.3151623,1538608604.1454809,1532564652.096996,83397006.7636378,1449167645.333358,73093204.96969822,-6043952.048484952,10302579.80606078
Slovak Republic,2004,4,US dollar,185178763.0303048,1666219563.636379,-142424140.00606188,888572573.2121296,747124287.6545525,-1030996713.2181909,518831444.5757624,603258426.5151572,372340379.2484883,230918047.2666688,372512970.5272762,84426981.93939474,-172591.27878788038
Slovak Republic,2005,1,US dollar,11448932.1354835,5780438770.548175,434746021.2193389,713876520.3548125,876226862.6709356,-279130499.1354736,3006317012.1224713,3019648966.425696,881614981.1160967,2138033985.309599,882001813.6644839,13333265.59999951,-386832.5483870826
Slovak Republic,2005,2,US dollar,165957361.2276964,-312745839.9769308,-533817044.17847484,923961292.8907921,-1041971890.192334,-1457778337.069267,327747464.5800081,309094924.1169307,-746145696.5000185,1055240620.616949,-881080977.5692526,-18652540.46307739,134935281.0692341
Slovak Republic,2005,3,US dollar,102389207.2545445,876782993.4969609,419555303.2727231,893748437.7939305,1030208824.5818079,-474193134.5212074,-32929333.278787553,-4184329.757575716,409188412.8121171,-413372742.5696928,377741283.8060568,28745003.521211833,31448348.92727241
Slovak Republic,2005,4,US dollar,166379222.3062499,478848300.4546873,693775592.7421871,1391922080.456249,-1283177350.903124,-698146487.7140622,655895691.3749998,500617211.3015623,-868891851.4359372,1369509062.737499,-879044259.1968747,-155279668.4624999,10153596.15
Slovak Republic,2006,1,US dollar,-332431566.178451,-1145124886.498425,318940540.61537457,928820019.0153552,949255538.2645856,-609879478.3999808,1184569995.3722699,1410466824.529186,1853893666.436865,-443426841.9076783,1843924182.079942,225898031.4584544,9969484.356922764
Slovak Republic,2006,2,US dollar,1613728806.895166,237946437.4354846,716042496.7596796,2644624103.254847,1114379755.795165,-1928581606.495167,226805949.0580652,311958839.4387106,220812935.0370975,91145904.40161318,215387388.85645232,85152890.38064542,5425546.180645178
Slovak Republic,2006,3,US dollar,284688126.99076396,-3905102035.2230062,-258486033.6584568,1408730151.27382,1228280786.88767,-1667216184.932277,-4485201497.812226,-4377808850.322997,37506381.336922385,-4415315231.659919,42256960.266153075,107392647.4892288,-4750578.929230682
Slovak Republic,2006,4,US dollar,-758575341.9095533,-683517957.6063757,-277445433.4666774,719262453.3984405,-2153309149.758814,-996707886.865118,622583367.0222464,591018104.7397054,53949870.99682749,537068233.7428778,20857506.738096047,-31565262.2825409,33092364.258731443
Slovak Republic,2007,1,US dollar,-468892262.6171873,2980967032.421874,709455553.7890621,563261003.0468748,1030770597.4999999,146194550.7421874,1805176169.1796868,1822094523.046874,-690874066.3671871,2512968589.414061,-692340612.0312498,16918353.867187493,1466545.664062499
Slovak Republic,2007,2,US dollar,-47939812.51612826,-44864708.119354196,86452091.03548263,1269131040.596756,560285099.6032176,-1182678949.5612729,507860029.5999927,574917797.1580561,1388319983.9193351,-813402186.7612786,1389496909.012883,67057767.558063544,-1176925.0935483698
Slovak Republic,2007,3,US dollar,527252303.6722961,569996252.5292183,271151301.4476863,1232165455.809204,-168199286.552304,-961014154.3615172,575701765.3246026,699799759.7399845,68636508.36922926,631163251.3707553,902605.8046153648,124099368.24461271,67733902.56461388
