COUNTRY,YEAR,QUARTER,UNIT,"Net (net acquisition of financial assets less net incurrence of liabilities) - Other investment, Total financial assets/liabilities",Net (net acquisition of financial assets less net incurrence of liabilities) - Financial derivatives (other than reserves) and employee stock options,"Net (net acquisition of financial assets less net incurrence of liabilities) - Portfolio investment, Total financial assets/liabilities","Net (net acquisition of financial assets less net incurrence of liabilities) - Financial account balance, excluding reserves and related items","Net (net acquisition of financial assets less net incurrence of liabilities) - Direct investment, Total financial assets/liabilities"
Mauritius,2020,4,US dollar,-3825362802.335276,-439266055.0458712,2343828190.158463,-323744787.3227687,1597055879.899915
Mauritius,2021,1,US dollar,879990122.7811705,1592726562.878007,-6622099609.749744,-455636771.9513677,3693746152.139199
Mauritius,2021,2,US dollar,-3132348689.873245,-1306778556.484161,1268952045.587806,-375986698.6569632,2794188502.112636
Mauritius,2021,3,US dollar,-538049014.5074722,700031463.4883357,1148900179.74686,-950931079.241143,-2261375920.151276
Mauritius,2021,4,US dollar,-1749705966.790454,-198831275.8726072,2740157990.757633,-1008140320.982395,-1799761069.076967
Mauritius,2022,1,US dollar,-2231078714.66143,315198317.889177,4564904061.801597,-199721140.9850765,-2848744806.014407
Mauritius,2022,2,US dollar,-2392260406.697818,109402404.6809819,-6681052283.618353,-56606480.3963173,8907303805.238882
Mauritius,2022,3,US dollar,-1031799501.897815,-168804946.5436947,1774810603.329978,-254207430.673877,-828413585.562346
Mauritius,2022,4,US dollar,-3594855618.370026,-277030587.8946218,-735135228.1053737,-497906779.0142705,4109114655.355743
Mauritius,2023,1,US dollar,440164193.4203064,18418616.79662211,1241293443.596042,1134145876.894932,-565730376.9180387
Mauritius,2023,2,US dollar,-424561056.6863196,18533531.74764996,445144970.7739925,-365455009.3327234,-404572455.168043
Mauritius,2023,3,US dollar,-664211222.9489875,21986680.57228629,-482152236.1847192,-177343364.669231,947033413.8921891
Mauritius,2023,4,US dollar,-552856969.32585,-57961370.51816292,-473273581.9707086,-636938746.7915015,447153175.0232172
Mauritius,2024,1,US dollar,653350484.7798193,5484077.69964574,-1031355526.742307,-52297561.89147553,320223402.371366
Mauritius,2024,2,US dollar,-1256100804.713688,9544380.087004753,-601228613.6511061,-1241027341.105307,606757697.1724796
Mauritius,2024,3,US dollar,599149644.822135,6502678.82412469,-977382416.1990412,132959164.8181315,504689257.3709121
"Eswatini, Kingdom of",2022,1,US dollar,-1248356.90079394,NA,96566688.2184803,78859265.0642458,-16165858.655259
"Eswatini, Kingdom of",2022,4,US dollar,-73070848.3452276,NA,44746744.0082329,-14609691.4434839,10757828.2132593
El Salvador,1999,1,US dollar,-165800000,NA,-16700000,-202400000,-19900000
El Salvador,1999,2,US dollar,-49900000,NA,11100000,-50600000,-11800000
El Salvador,1999,3,US dollar,165900000,NA,-93800000,-51800000.00000005,-123900000
El Salvador,1999,4,US dollar,-289100000,NA,25900000,-269600000,-6400000
El Salvador,2000,1,US dollar,29200000,NA,-9000000,17700000,-2500000
El Salvador,2000,2,US dollar,238200000,NA,66100000,270000000,-34300000
El Salvador,2000,3,US dollar,-135000000,NA,-40000000,-262300000,-87300000
El Salvador,2000,4,US dollar,-267200000,NA,8600000,-312900000,-54300000
El Salvador,2001,1,US dollar,97800000,NA,63000000,45600000.00000001,-115200000
El Salvador,2001,2,US dollar,69700000,NA,600000.000000001,-16600000,-86900000
El Salvador,2001,3,US dollar,-94400000,NA,3100000,-121300000,-30000000
El Salvador,2001,4,US dollar,14200000,NA,-95700000,-137999999.9999999,-56500000
El Salvador,2002,1,US dollar,-40000000,NA,319400000,-78500000.00000022,-357900000
El Salvador,2002,2,US dollar,11500000,NA,-109500000,-174399999.9999999,-76400000
El Salvador,2002,3,US dollar,71300000,NA,-186900000,-58000000,57600000
El Salvador,2002,4,US dollar,30500000,NA,-288600000,-377100000,-119000000
El Salvador,2003,1,US dollar,-136300000,NA,-189600000,-322800000,3100000
El Salvador,2003,2,US dollar,-41000000,NA,37800000,-71300000,-68100000
El Salvador,2003,3,US dollar,-317700000,NA,20600000,-317700000,-20600000
El Salvador,2003,4,US dollar,-242100000,NA,-57900000,-337000000,-37000000
El Salvador,2004,1,US dollar,166500000,NA,-56000000,174590000,64090000
El Salvador,2004,2,US dollar,-66300000,NA,89400000,-86949999.99999999,-110050000
El Salvador,2004,3,US dollar,184200000,NA,-171440000,-6420000,-19180000
El Salvador,2004,4,US dollar,15810000,NA,80900000,-204170000,-300880000
El Salvador,2005,1,US dollar,-63700000,NA,-59800000,-77600000,45900000
El Salvador,2005,2,US dollar,5270000,NA,-243500000,-351370000,-113140000
El Salvador,2005,3,US dollar,-102700000,NA,177900000,109300000,34100000
El Salvador,2005,4,US dollar,-102200000,NA,299999.999999997,-467000000,-365100000
El Salvador,2006,1,US dollar,143970000,NA,-128600000,-134130000,-149500000
El Salvador,2006,2,US dollar,-12900000,NA,-414900000,-431700000,-3900000
El Salvador,2006,3,US dollar,-171050000,NA,-100700000,-280350000,-8600000.00000001
El Salvador,2006,4,US dollar,-127700000,NA,-120600000,-353730000,-105430000
El Salvador,2007,1,US dollar,182210000,NA,-160600000,-125790000,-147400000
El Salvador,2007,2,US dollar,1080400000,NA,297700000,665000000,-713100000
El Salvador,2007,3,US dollar,-649350000,NA,70300000,-933200000,-354150000
El Salvador,2007,4,US dollar,115600000,NA,-40600000,-165660000,-240660000
El Salvador,2008,1,US dollar,-142730000,NA,97300000,-367650000,-322220000
El Salvador,2008,2,US dollar,-45600000,NA,-24800000,-233850000,-163450000
El Salvador,2008,3,US dollar,-241390000,NA,60260000,-187030000.0000002,-5900000.00000001
El Salvador,2008,4,US dollar,-237820000,NA,-263400000,-833270000,-332050000
El Salvador,2009,1,US dollar,52700000,NA,4300000,218860000,161860000
El Salvador,2009,2,US dollar,434100000,NA,-291300000,90700000,-52100000
El Salvador,2009,3,US dollar,850494000,NA,-48400000,614863389.0169905,-185660000
El Salvador,2009,4,US dollar,-134800000,NA,-411700000,-836370000,-289870000
El Salvador,2010,1,US dollar,-73665977.6402631,NA,90918053.5,292771440.296021,275519364.436284
El Salvador,2010,2,US dollar,136213413.276498,NA,53574256,176464507.9564977,-13323161.32
El Salvador,2010,3,US dollar,205485719.746824,NA,-34268643,321155763.484823,149938686.737999
El Salvador,2010,4,US dollar,-581501916.388631,NA,11174782.36,-756896641.768631,-186569507.74
El Salvador,2011,1,US dollar,-78458042.3047413,NA,-681962003.36,-940502285.188171,-180082239.523429
El Salvador,2011,2,US dollar,-124087132.36719,NA,-20219077,-113637605.088047,30668604.2791434
El Salvador,2011,3,US dollar,98700440.3262155,NA,598119619,618904930.258214,-77915129.0680009
El Salvador,2011,4,US dollar,-233886251.646369,NA,5480577.11000001,-219506015.698868,8899658.83750139
El Salvador,2012,1,US dollar,-193306519.106557,0,-6026538.54707201,-333051074.355452,-133718016.701822
El Salvador,2012,2,US dollar,-364804397.849332,0,-27913111.792928,-521500640.9914569,-128783131.349196
El Salvador,2012,3,US dollar,116508716.409125,0,-25659863.89,-125466269.196416,-216315121.715541
El Salvador,2012,4,US dollar,-284725936.36649,0,-811008051.140001,-1082938385.142356,12795602.3641357
El Salvador,2013,1,US dollar,-233080869.722125,0,31835668.000001,-178738335.179525,22506866.5425986
El Salvador,2013,2,US dollar,-159858563.39511,0,-24252800.030002,-316077364.0698095,-131966000.644697
El Salvador,2013,3,US dollar,-88925132.5673777,0,43839253.000002,-196678254.9579183,-151592375.390543
El Salvador,2013,4,US dollar,-389540869.954841,0,-64892444.940115,-372488304.572443,81945010.3225132
El Salvador,2014,1,US dollar,-238496502.212852,0,-17027116.619885,-280295299.9599369,-24771681.1272
El Salvador,2014,2,US dollar,205196882.351196,0,24578315.17,240553386.1964658,10778188.67527
El Salvador,2014,3,US dollar,57939677.4733813,0,-691034763.32,-759984101.143179,-126889015.29656
El Salvador,2014,4,US dollar,674323459.726259,0,-110717641.17,398041877.0048191,-165563941.55144
El Salvador,2015,1,US dollar,-167230036.660662,0,-59825097.7033333,-244742079.3129954,-17686944.9490001
El Salvador,2015,2,US dollar,236199489.578173,0,37579727.09,160603405.662172,-113175811.006
El Salvador,2015,3,US dollar,-557960755.059541,0,-36394468.09,-720071017.8185414,-125715794.669
El Salvador,2015,4,US dollar,65700154.5912508,0,-168408.880000018,-74239727.70704731,-139771473.418298
El Salvador,2016,1,US dollar,-478796944.610634,0,-122743357.84,-729411875.761634,-127871573.311
El Salvador,2016,2,US dollar,1183502.72410595,0,15937765.2033334,-3440995.615561,-20562263.5429999
El Salvador,2016,3,US dollar,-140338284.178217,0,-129433541.05,-537774128.797373,-268002303.569156
El Salvador,2016,4,US dollar,91933186.9455303,0,-128762766.83,31753638.984864,68583218.8693344
El Salvador,2017,1,US dollar,34143480.3922822,0,-487095226.753285,-590641410.63727,-137689664.276267
El Salvador,2017,2,US dollar,77902359.3786594,0,49791447.009,-69233157.5588407,-196926963.9465
El Salvador,2017,3,US dollar,-208609168.708856,0,20323615.88,-242237731.7431637,-53952178.9143072
El Salvador,2017,4,US dollar,447198039.747908,0,95502053.5792499,42424378.130922,-500275715.196236
El Salvador,2018,1,US dollar,390953798.573309,0,-31362232.4885407,-28607946.146448,-388199512.231216
El Salvador,2018,2,US dollar,-622118739.859468,0,77459406.183307,-646893043.333994,-102233709.657832
El Salvador,2018,3,US dollar,-311306661.348368,0,92761098.2728059,-267701576.861659,-49156013.7860971
El Salvador,2018,4,US dollar,9352274.21639087,0,-29289925.723931,-306395372.503068,-286457720.995527
El Salvador,2019,1,US dollar,77821988.363048,0,75987492.2297741,-88260974.674171,-242070455.266993
El Salvador,2019,2,US dollar,-395689777.046335,0,-34329691.5243991,-571520012.992084,-141500544.42135
El Salvador,2019,3,US dollar,662168516.918892,0,-961845561.687375,-307503891.217691,-7826846.44920726
El Salvador,2019,4,US dollar,-705686991.098885,0,902790970.36,-47261522.999102,-244365502.260217
El Salvador,2020,1,US dollar,699465219.319786,0,246973063.504556,860669407.605855,-85768875.2184879
El Salvador,2020,2,US dollar,-473992803.297192,0,298683507.721401,113299182.08953,-104412391.304679
El Salvador,2020,3,US dollar,66679355.8957464,0,-658437320.328617,-497191274.3854306,94566690.0474399
El Salvador,2020,4,US dollar,-89767879.6724067,0,363537579.166083,366608847.611527,92839148.1178501
El Salvador,2021,1,US dollar,566284935.627487,0,202401788.983694,626455159.4711803,-142231565.140001
El Salvador,2021,2,US dollar,-235327288.31933,0,-50989285.6526006,-489505382.60193,-203188808.63
El Salvador,2021,3,US dollar,-780493843.850032,0,-484647441.166279,-1380904622.442894,-114859297.64
El Salvador,2021,4,US dollar,-501265059.048181,0,30482967.94881,-383873707.329371,86908383.7700004
El Salvador,2022,1,US dollar,-595115668.400182,0,-97259809.6204408,-807668383.629334,-115292905.608712
El Salvador,2022,2,US dollar,-404583566.500898,0,-48254202.281144,-341081542.402243,111756226.379799
El Salvador,2022,3,US dollar,-665696281.966076,0,425937062.360372,-441651111.872581,-201891892.266878
El Salvador,2022,4,US dollar,743173968.333985,0,222423275.854442,1027813561.431902,62216317.2434749
El Salvador,2023,1,US dollar,-562874946.968087,-2312493.77,91957143.9257969,-596139834.92833,-122909538.116039
El Salvador,2023,2,US dollar,457772780.957413,-5872742.48,128344691.555302,331157265.483517,-249087464.54919899
El Salvador,2023,3,US dollar,79137464.8714025,3452394.42,47505999.7211549,-58491274.56771001,-140346246.270267
El Salvador,2023,4,US dollar,-740935550.327165,-7654232.93,-126675885.305959,-1098187856.463123,-175701003.349999
El Salvador,2024,1,US dollar,113534154.720763,-1541325.28,-249668914.924055,-379461555.573293,-193763018.59
El Salvador,2024,2,US dollar,301574723.912131,-7012287.39,-839453998.958712,-562079690.8565817,30057354.6399994
El Salvador,2024,3,US dollar,-286339613.670897,-1423081.11,162233455.278541,-402981082.8623555,-229857290.62
El Salvador,2024,4,US dollar,207693250.802659,-1088992.83,-893144897.058983,-977090510.856325,-242509041.080001
Mauritius,2006,1,US dollar,39467128.63613717,NA,7489636.622369265,21915328.02980224,-25041437.2287042
Mauritius,2006,2,US dollar,-19039608.00679845,NA,26661938.29912832,-4021995.558505976,-11644325.85083585
Mauritius,2006,3,US dollar,89786509.72608677,NA,20318947.81139494,27322232.76029922,-82783224.77718247
Mauritius,2006,4,US dollar,-215751633.00997,NA,-24543728.79329158,-217993751.961854,22301609.84140745
Mauritius,2007,1,US dollar,-95444375.44473767,NA,-26148316.71469245,-163834603.3417105,-42241911.1822803
Mauritius,2007,2,US dollar,-89555641.87876853,NA,-60453225.01646715,-270186964.8195379,-120178097.9243022
Mauritius,2007,3,US dollar,68098876.67616165,NA,-40768657.03056943,-40185785.04760656,-67516004.69319879
Mauritius,2007,4,US dollar,-38414675.75402144,NA,68944233.85327005,-20723706.65677472,-51253264.75602334
Mauritius,2008,1,US dollar,-412738232.7269852,NA,45729504.80171846,-407970227.4869956,-40961499.56172886
Mauritius,2008,2,US dollar,-316598154.601061,NA,43474799.54323478,-328017286.4982539,-54893931.44042778
Mauritius,2008,3,US dollar,-148626443.0101663,NA,26711069.27561956,-236740616.3541011,-114825242.6195543
Mauritius,2008,4,US dollar,90429885.48410998,NA,53754740.03204976,29567080.65443382,-114617544.8617259
Mauritius,2009,1,US dollar,-159704224.7315232,NA,27879142.31581143,-202814751.9116842,-70989669.49597242
Mauritius,2009,2,US dollar,-127712262.3703323,NA,39168315.03767346,-140275114.3793316,-51731167.04667281
Mauritius,2009,3,US dollar,-164390503.9936227,NA,-39846484.3976835,-249078796.6070231,-44946074.21328528
Mauritius,2009,4,US dollar,-139513860.9883487,NA,29128163.92125352,-161560867.818401,-51175170.75130575
Trinidad and Tobago,2015,1,US dollar,-63173286.8647497,585000,514878579.091244,-43736440.1777853,-472427543.67355
Trinidad and Tobago,2015,2,US dollar,148553020.217323,-1832000,-138338732.647336,478137339.9342334,460808414.39736
Trinidad and Tobago,2015,3,US dollar,-527290439.007351,-1113000,443766067.260949,-235541013.3512681,-150130236.186121
Trinidad and Tobago,2015,4,US dollar,179579060.271109,1318000,-20991314.5162893,272588223.9880396,113258993.365156
Trinidad and Tobago,2016,1,US dollar,128875343.725014,-447000,171305322.278634,-16808204.9816745,-334076949.485452
Trinidad and Tobago,2016,2,US dollar,-26513720.6403506,-738000,-563363854.645264,-275903002.9536225,312146651.589429
Trinidad and Tobago,2016,3,US dollar,-340007249.330829,1195000,-617175945.68981,-948915621.3940984,3864096.94468721
Trinidad and Tobago,2016,4,US dollar,255703235.347916,-38000,-393563226.811284,-135934974.5815702,16325184.6282464
Trinidad and Tobago,2017,1,US dollar,241853640.15975,4063000,-36231131.1683094,84432012.0652598,-131931346.197331
Trinidad and Tobago,2017,2,US dollar,81596637.7581782,-1513000,91376031.9351508,130099401.3596226,-51052753.5051546
Trinidad and Tobago,2017,3,US dollar,-353938613.366809,-1321000,83976538.8560793,-299556566.829435,-33768816.9860188
Trinidad and Tobago,2017,4,US dollar,-356444774.793355,3430000,233953903.866911,561408716.1751199,675599244.064618
Trinidad and Tobago,2018,1,US dollar,-253230569.418154,4390000,182019248.981726,-29602.0157493,59149118.2634337
Trinidad and Tobago,2018,2,US dollar,-280232952.895411,-602000,358673543.600126,112062295.0596798,48238868.4102157
Trinidad and Tobago,2018,3,US dollar,121443733.488909,1534000,-62694888.7880443,477434633.0411333,420758973.044315
Trinidad and Tobago,2018,4,US dollar,-601787699.739163,-2000,-59895772.052228,-424172391.2582988,237080504.969886
Trinidad and Tobago,2019,1,US dollar,223599488.488499,265000,438686896.908001,736595219.8350567,76413164.2107691
Trinidad and Tobago,2019,2,US dollar,-574947578.611051,1969000,174952461.336376,-380350096.6756143,17667667.732582
Trinidad and Tobago,2019,3,US dollar,-161257599.416061,-3546000,767448335.711286,449576989.9770102,-143471560.245166
Trinidad and Tobago,2019,4,US dollar,-296537655.697376,1075000,72818454.9478194,-234866160.8634525,-20423041.9260581
Trinidad and Tobago,2020,1,US dollar,454141744.655429,-8597000,-156442847.469576,505392077.1349281,224190820.965093
Trinidad and Tobago,2020,2,US dollar,-895083679.107089,394770,-167235068.500111,-1643573092.503711,-585793571.721618
Trinidad and Tobago,2020,3,US dollar,-219619935.976297,-530000,64259180.1481772,-422634549.040987,-278480802.313986
Trinidad and Tobago,2020,4,US dollar,298507824.059306,79870,74780260.5173313,65917175.6232225,-317874787.91526
Trinidad and Tobago,2021,1,US dollar,395609469.083693,-73960,-217728813.345985,1546046035.577457,1375709458.31729
Trinidad and Tobago,2021,2,US dollar,196677679.745585,108839820,185454344.980788,534424121.6008023,41367276.4930524
Trinidad and Tobago,2021,3,US dollar,238364.765684586,32351000,142949372.666525,-50518235.251508,-213597258.247655
Trinidad and Tobago,2021,4,US dollar,110231548.934227,-3759000,145623467.981516,748243256.376959,500753280.246384
Trinidad and Tobago,2022,1,US dollar,-106457387.453981,23719000,68692500.6506836,617371849.756175,631417736.559473
Trinidad and Tobago,2022,2,US dollar,21701897.0355789,8758000,79444128.3324372,516067425.152857,406163399.784841
Trinidad and Tobago,2022,3,US dollar,149180958.253603,1959000,174722468.330569,1091317368.417679,765454941.833509
Trinidad and Tobago,2022,4,US dollar,173735674.605141,-134380000,431319803.097978,935208797.3862288,464533319.68311
Trinidad and Tobago,2023,1,US dollar,-423010806.859029,-54297930,107107379.916989,654153862.4727575,1024355219.4148
Trinidad and Tobago,2023,2,US dollar,119783135.796703,19288460,92798171.1920372,469196212.855089,237326445.866349
Trinidad and Tobago,2023,3,US dollar,339736985.39464,36544770,-557722014.201448,339961578.493827,521401837.300635
Trinidad and Tobago,2023,4,US dollar,-126176757.778561,-17647170,-12330527.7367489,146918107.1965634,303072562.711874
Trinidad and Tobago,2024,1,US dollar,353703015.691336,-209400,466705998.930681,1058707529.160789,238507914.538772
Trinidad and Tobago,2024,2,US dollar,-458885192.514965,80420650,-641382189.600253,-665685878.845225,354160853.269994
Trinidad and Tobago,2024,3,US dollar,-214697244.271226,-28525470,299321531.917272,434158938.155132,378060120.509086
Trinidad and Tobago,2024,4,US dollar,-3336157.74917696,3556170,28840397.7315398,313726440.1697408,284666030.187378
Samoa,2003,3,US dollar,675325.6934547717,NA,671965.8641341012,1126214.788288754,-221076.7693001193
Samoa,2003,4,US dollar,4360727.317685579,NA,-23024.64023737985,4009427.124972834,-328275.5524753704
Samoa,2004,1,US dollar,2291555.785997738,NA,-47436.66435982579,1003467.899919392,-1240651.221718521
Samoa,2004,2,US dollar,-7602025.948412667,NA,-136941.8069229072,-8560618.596873017,-821650.841537443
Samoa,2004,3,US dollar,3539469.39224646,NA,-2486.164405698754,3341641.738821584,-195341.4890191878
Samoa,2004,4,US dollar,6271676.224258356,NA,-220678.26264104,6433803.026864173,382805.065246846
Samoa,2005,1,US dollar,-5184817.518806956,NA,741805.3937702691,-5528851.927507747,-1085839.802471055
Samoa,2005,2,US dollar,-4044402.674250502,NA,-133462.6859137724,-5371542.053651049,-1193676.693486775
Samoa,2005,3,US dollar,4015979.820890247,NA,105944.1504552516,3258607.451199763,-863316.5201457355
Samoa,2005,4,US dollar,-1477943.820487142,NA,2130912.328278348,32137.152508739,-620831.3552824665
Samoa,2006,1,US dollar,2897883.886720312,NA,293570.5864110702,1397041.18514784,-1794413.287983548
Samoa,2006,2,US dollar,-696258.5918725901,NA,30179.49021375342,-3149737.52934641,-2483658.427687572
Samoa,2006,3,US dollar,9934658.020384576,NA,34033.84342203796,1018944.611977146,-8949747.25182947
Samoa,2006,4,US dollar,-4056796.564483326,NA,-5122.217884448643,-12761771.70057194,-8699852.91820416
Samoa,2007,1,US dollar,-3642364.775903768,NA,21869.16347244438,-7178693.76206918,-3558198.149637864
Samoa,2007,2,US dollar,4426742.619081651,NA,-26009.06356687221,2854781.591135919,-1545951.96437886
Samoa,2007,3,US dollar,-5209286.901742808,NA,117973.6706133846,-5975552.791910757,-884239.560781334
Samoa,2007,4,US dollar,-2819320.767787029,NA,24297.73249969364,-3628360.799233683,-833337.7639463475
Samoa,2008,1,US dollar,-7835676.5482327,NA,50956.58499584953,-9108084.37098668,-1466679.803050655
Samoa,2008,2,US dollar,-4696561.301808449,NA,44358.5938936368,-7244241.1943134,-2584045.94695829
Samoa,2008,3,US dollar,-8081628.115937716,NA,-1104161.638707372,-17316173.23613635,-8340906.197938079
Samoa,2008,4,US dollar,24346819.43293528,NA,-57296.14004894891,-8950131.464681804,-33507461.84584133
Samoa,2009,1,US dollar,8460875.252138779,NA,4644.27577063097,8303580.266467182,-82323.10537427012
Samoa,2009,2,US dollar,7685487.790903521,NA,742744.6247617739,6170199.784895907,-1994550.538331646
Samoa,2009,3,US dollar,-7646831.433049503,NA,78974.90927711655,-11642051.13631855,-3395671.202463951
Samoa,2009,4,US dollar,-12058773.85422443,NA,757959.325352502,-15084399.43894944,-3400369.710990302
Samoa,2010,1,US dollar,-4738738.709492895,0,80502.18607993284,-1371577.359058594,3286659.164354355
Samoa,2010,2,US dollar,-27243639.06355326,0,25967.02884135383,-28239830.68266617,-1022158.647954264
Samoa,2010,3,US dollar,-16954504.23353482,0,828174.5300814823,-20252404.0878496,-4126074.384396241
Samoa,2010,4,US dollar,-7465532.806208988,0,728626.468757239,-5211767.538294748,1525138.799157018
Samoa,2011,1,US dollar,7003232.712418175,0,302092.4067113931,8356587.73471073,1051262.615581168
Samoa,2011,2,US dollar,7251114.519912208,0,55930.30935738086,980815.602965844,-6326229.226303745
Samoa,2011,3,US dollar,3953437.835537759,0,-441.7911082443633,-5074360.23752603,-9027356.281955527
Samoa,2011,4,US dollar,-25663319.10760713,0,22607.38610483328,-25929062.53295262,-288350.8114503264
Samoa,2012,1,US dollar,-7123868.621032912,0,34696.14360237579,-6712111.03885244,377061.4385780468
Samoa,2012,2,US dollar,-23513130.6748694,0,391843.8109722348,-26926712.23097309,-3805425.367075971
Samoa,2012,3,US dollar,-11403813.61716952,0,3038414.393506183,-18979949.13416079,-10614549.91049746
Samoa,2012,4,US dollar,-2287858.664303656,0,6435618.670049096,8651949.80713388,4504189.801388444
Samoa,2013,1,US dollar,10874839.81712275,0,1323388.375738268,11073541.28818634,-1124686.90467467
Samoa,2013,2,US dollar,-12986317.72191953,0,0,-15488450.85836168,-2502133.136442181
Samoa,2013,3,US dollar,5577410.342534088,0,327520.5300447193,-4209419.48166202,-10114350.35424082
Samoa,2013,4,US dollar,-10579197.93485563,0,69829.89899862907,-10461215.54016671,48152.49569029526
Samoa,2014,1,US dollar,2399740.702914892,0,0,-1366330.98806124,-3766071.690976132
Samoa,2014,2,US dollar,-4053163.861367213,0,0,-6068596.884922582,-2015433.023555368
Samoa,2014,3,US dollar,4522410.365217416,0,2517184.309202058,-3774792.691667837,-10814387.36608731
Samoa,2014,4,US dollar,-12876731.44274997,0,2494488.595904363,-12307151.1294874,-1924908.2826418
Samoa,2015,1,US dollar,-1710436.748134858,0,3596111.230629241,-5589369.23789436,-7475043.720388732
Samoa,2015,2,US dollar,858933.6863705893,0,0,-6288048.169913564,-7146981.856284139
Samoa,2015,3,US dollar,-1901516.091034694,0,0,-10439633.43257797,-8538117.34154327
Samoa,2015,4,US dollar,10239987.65642435,0,107208.2993721091,10344652.55065849,-2543.405137973215
Samoa,2016,1,US dollar,-20560540.46309926,0,145973.9115521639,-18568603.75169505,1845962.799852073
Samoa,2016,2,US dollar,5018235.303413247,0,-11281.49138200351,5593983.7964084,587029.9843771558
Samoa,2016,3,US dollar,-10931396.62476073,0,-159267.4088375448,-3750947.061924457,7339716.971673818
Samoa,2016,4,US dollar,-10010011.3195196,0,-560202.6288561958,-7501227.314018426,3068986.634357373
Samoa,2017,1,US dollar,-8462890.8337429,0,6843046.700514472,-1274670.481873088,345173.6513553406
Samoa,2017,2,US dollar,11462193.4064476,0,-493439.3539838016,8790212.461794078,-2178541.590669717
Samoa,2017,3,US dollar,8209001.030518817,0,-911762.6191646596,747462.7016324,-6549775.709721759
Samoa,2017,4,US dollar,4252657.863326864,0,2773191.013628203,6288285.290012547,-737563.5869425168
Samoa,2018,1,US dollar,-12149308.39845349,0,396223.8658163227,-16770868.72955,-5017784.196912836
Samoa,2018,2,US dollar,-8670144.595860114,0,-6088990.02866029,-18068776.64023357,-3309642.015713176
Samoa,2018,3,US dollar,1332109.400231961,0,-2426088.693793217,-6182179.403665285,-5088200.110104028
Samoa,2018,4,US dollar,13601416.48819056,0,-2685879.4468483,7654999.514372912,-3260537.526969358
Samoa,2019,1,US dollar,6603735.250257053,0,1983088.412161643,9721600.66722161,1134777.004802912
Samoa,2019,2,US dollar,-5541304.858791776,0,1643085.178055744,678600.25082202,4576819.931558052
Samoa,2019,3,US dollar,159435.1225007986,28990.39135824196,12133663.62306327,14427297.66967462,2105208.532752312
Samoa,2019,4,US dollar,1007152.372006484,0,1704967.369079188,1390754.728383241,-1321365.012702431
Samoa,2020,1,US dollar,29198286.71118153,0,-3555981.485939897,23718263.74134864,-1924041.483892997
Samoa,2020,2,US dollar,-23209417.56249661,0,6490596.568475485,4231527.74121482,4384312.172061641
Samoa,2020,3,US dollar,-2527225.1930808,0,4885356.576743308,-28025.54758425674,-2458407.260670298
Samoa,2020,4,US dollar,5209722.297566495,0,2636238.182249875,5026674.865696548,-2892855.372465195
Samoa,2021,1,US dollar,27287220.50815547,0,-23643786.52140754,1189188.098206455,-2628082.051602732
Samoa,2021,2,US dollar,9115174.933898661,0,3313026.41870886,11553955.94382463,-965523.7417631476
Samoa,2021,3,US dollar,-13646144.37035707,0,20543467.99696761,8052314.308802402,974973.1079208106
Samoa,2021,4,US dollar,10195431.54544285,0,10675790.88054874,15257979.08865887,-5613243.337332723
Samoa,2022,1,US dollar,7948070.88461309,0,7020492.888389177,11627475.25795006,-3505166.845930598
Samoa,2022,2,US dollar,3391033.690351701,0,4331626.453959553,10847114.89315318,3124454.748841917
Samoa,2022,3,US dollar,19423932.27333991,0,-232258.9989317888,18186029.30058541,-1008369.816709589
Samoa,2022,4,US dollar,2864909.250257241,0,5887.694571147871,-629656.7155676986,-3500453.660396113
Samoa,2023,1,US dollar,13457161.19141466,0,-45011.06777787225,9143357.74251561,-4065710.993781192
Samoa,2023,2,US dollar,11579727.90819141,0,-105662.4592255918,10210413.16397474,-1263652.284991115
Samoa,2023,3,US dollar,10724369.83831276,0,1638624.106443939,14357866.65997266,2277047.473006581
Samoa,2023,4,US dollar,23144776.70820882,0,1707236.894334806,25507987.52841655,655973.9258730751
Samoa,2024,1,US dollar,-2382166.623414665,0,105104.8639069379,-640665.3702425205,1920045.292921287
Samoa,2024,2,US dollar,9382438.885962516,0,-1969758.552990902,11872059.11479902,4459378.781827336
Samoa,2024,3,US dollar,10488743.39079926,0,-511.9747901926092,6905233.512462312,-3300452.453303281
Samoa,2024,4,US dollar,16732132.48762158,0,-5883.976653529452,11956142.39463111,-4770106.116336944
Rwanda,2017,1,US dollar,-119937279.675808,0,13800947.9866261,-123528687.632472,-65518786.5301736
Rwanda,2017,2,US dollar,-33526142.5900899,0,19476071.8850669,-87789202.95351534,-73581406.2012197
Rwanda,2017,3,US dollar,-183542551.696713,0,24886027.0032392,-192589826.1594944,-58551194.7669183
Rwanda,2017,4,US dollar,-165714042.493009,0,15925336.8448231,-210476737.3398186,-60688031.6916327
Rwanda,2018,1,US dollar,-99211075.8772539,0,2706797.09516565,-159666434.4098959,-88488184.3240764
Rwanda,2018,2,US dollar,-83530347.0958712,0,-5931775.5586416,-187781626.4518633,-98319503.7973507
Rwanda,2018,3,US dollar,-141676518.58293,0,1998249.43556878,-213949731.6058481,-73790028.8046609
Rwanda,2018,4,US dollar,-152814251.822346,0,16067316.8009851,-224377386.3540264,-87630451.3326655
Rwanda,2019,1,US dollar,-112811483.995389,0,487050.160020601,-168689664.1164491,-56043488.393131
